URI	REG_MESO	TR	SEARCH	EN	TYPE	LON	LAT	AR	AR_Alt	AR_Sort	AMBIG	TRUETOP
HU_322E260N_S	Misr_RE	Hū	Hu	NA	towns	32.29854	26.02153	هو	هو	هو	0 	0
WARRADA_335E310N_S	Misr_RE	al-Warrādaŧ	al-Warrada	NA	towns	33.54242	31.06734	الورادة	الورادة	ورادة	0 	0
WASIM_311E301N_S	Misr_RE	Wasīm	Wasim	NA	towns	31.10905	30.12144	وسيم	وسيم	وسيم	0 	0
ABSHAYA_317E264N_S	Misr_RE	Abšāyaŧ	Abshaya	NA	villages	31.7988	26.47449	أبشاية	أبشاية	ابشاية	0 	0
ABWAB_340E174N_S	Misr_RE	al-Abwāb	al-Abwab	NA	villages	34.09472	17.49927	الأبواب	الأبواب	ابواب	0 	0
ATFU_328E250N_S	Misr_RE	Atfū	Atfu	NA	villages	32.87999	25.01203	أتفو	أتفو	اتفو	0 	0
BILAQ_329E239N_S	Misr_RE	Bilāq	Bilaq|Ablaq	NA	villages	32.94356	23.99294	بلاق	بلاق|أبلاق	بلاق	0 	0
BANHASA_288E282N_S	Misr_RE	Banhasá	Banhasa	NA	villages	28.83711	28.28725	بنهسى	بنهسى	بنهسى	0 	0
TARNUT_308E304N_S	Misr_RE	Tarnūṭ	Tarnut	NA	villages	30.81078	30.40094	ترنوط	ترنوط	ترنوط	0 	0
TANTITA_311E302N_S	Misr_RE	Tantītā	Tantita|Tant	NA	villages	31.10165	30.27628	تنتيتا	تنتيتا|طنت	تنتيتا	0 	0
JURASIYYAT_308E303N_S	Misr_RE	al-Ǧurasiyyāt	al-Jurasiyyat	NA	villages	30.89161	30.34164	الجرسيات	الجرسيات	جرسيات	0 	0
DANDARA_326E261N_S	Misr_RE	Dandaraŧ	Dandara	NA	villages	32.64544	26.15778	دندرة	دندرة	دندرة	0 	0
DANSHAL_305E309N_S	Misr_RE	Danšāl	Danshal	NA	villages	30.51137	30.95938	دنشال	دنشال	دنشال	0 	0
RAFIQA_307E306N_S	Misr_RE	al-Rāfiqaŧ	al-Rafiqa	NA	villages	30.73593	30.6947	الرافقة	الرافقة	رافقة	0 	0
SUBKABID_310E304N_S	Misr_RE	Subk=al-ʿAbīd	Subk=al-Abid	NA	villages	31.05262	30.43271	سبك=العبيد	سبك=العبيد	سبك=العبيد	0 	0
SANDIYUN_304E312N_S	Misr_RE	Sandiyūn	Sandiyun	NA	villages	30.47608	31.25387	سنديون	سنديون	سنديون	0 	0
SANTA_334E194N_S	Misr_RE	al-Sanṭaŧ	al-Santa	NA	villages	33.43051	19.40078	السنطة	السنطة	سنطة	0 	0
SUWAKIN_373E191N_S	Misr_RE	Suwākin	Suwakin	NA	villages	37.33032	19.11304	سواكن	سواكن	سواكن	0 	0
SUBA_325E154N_S	Misr_RE	Sūbaŧ	Suba	NA	villages	32.55275	15.48074	سوبة	سوبة	سوبة	0 	0
SUWAYS_325E299N_S	Misr_RE	Suways	Suways	NA	villages	32.54404	29.97325	سويس	سويس	سويس	0 	0
SHABUR_307E308N_S	Misr_RE	Šābūr	Shabur	NA	villages	30.73365	30.80318	شابور	شابور	شابور	0 	0
SA_307E309N_S	Misr_RE	Ṣāʾ	Sa	NA	villages	30.73849	30.95914	صاء	صاء	صاء	0 	0
SAFIYYA_306E310N_S	Misr_RE	al-Ṣāfiyyaŧ	al-Safiyya	NA	villages	30.6995	31.04306	الصافية	الصافية	صافية	0 	0
SAHRAJAT_312E306N_S	Misr_RE	Ṣahraǧāt	Sahrajat	NA	villages	31.26672	30.65235	صهرجات	صهرجات	صهرجات	0 	0
TANUB_307E306N_S	Misr_RE	Ṭanūb	Tanub|Tunub	NA	villages	30.78944	30.67267	طنوب	طنوب|طنوب	طنوب	0 	0
TUWWA_309E306N_S	Misr_RE	Ṭuwwaŧ	Tuwwa	NA	villages	30.93316	30.68075	طوة	طوة	طوة	0 	0
FAW_316E266N_S	Misr_RE	Fāw	Faw	NA	villages	31.649	26.69354	فاو	فاو	فاو	0 	0
FARNWA_306E309N_S	Misr_RE	Farnwaŧ	Farnwa	NA	villages	30.66905	30.9872	فرنوة	فرنوة	فرنوة	0 	0
FISHA_304E311N_S	Misr_RE	Fīšaŧ	Fisha	NA	villages	30.49999	31.13129	فيشة	فيشة	فيشة	0 	0
FISHAIBNSULAYM_309E307N_S	Misr_RE	Fīšaŧ=Ibn=Sulaym	Fisha=Ibn=Sulaym	NA	villages	30.92633	30.76345	فيشة=إبن=سليم	فيشة=إبن=سليم	فيشة=ابن=سليم	0 	0
QARTASA_304E310N_S	Misr_RE	Qarṭasā	Qartasa	NA	villages	30.44108	31.05659	قرطسا	قرطسا	قرطسا	0 	0
QASR_288E256N_S	Misr_RE	al-Qaṣr	al-Qasr	NA	villages	28.83405	25.67032	القصر	القصر	قصر	0 	0
QASR_312E300N_S	Misr_RE	al-Qaṣr	al-Qasr|Bab=Alyun	NA	villages	31.24253	30.0154	القصر	القصر|باب=أليون	قصر	0 	0
QASR_329E238N_S	Misr_RE	al-Qaṣr	al-Qasr	NA	villages	32.93994	23.86056	القصر	القصر	قصر	0 	0
QUSAYR_342E261N_S	Misr_RE	Quṣayr	Qusayr	NA	villages	34.27748	26.10673	قصير	قصير	قصير	0 	0
QIFT_328E259N_S	Misr_RE	Qifṭ	Qift|Quft	NA	villages	32.80433	25.99671	قفط	قفط|قفط	قفط	0 	0
QALAMUN_289E254N_S	Misr_RE	Qalamūn	Qalamun	NA	villages	28.92294	25.44771	قلمون	قلمون	قلمون	0 	0
QULAYBUMMAL_308E308N_S	Misr_RE	Qulayb=al-`Ummāl	Qulayb=al-Ummal	NA	villages	30.82245	30.86818	قليب=العمال	قليب=العمال	قليب=العمال	0 	0
QINA_327E261N_S	Misr_RE	Qinā	Qina	NA	villages	32.73283	26.17068	قنا	قنا	قنا	0 	0
QANTARA_323E308N_S	Misr_RE	al-Qanṭaraŧ	al-Qantara	NA	villages	32.32461	30.85902	القنطرة	القنطرة	قنطرة	0 	0
QAW_314E269N_S	Misr_RE	Qaw	Qaw|Qahqawa|Qahqa	NA	villages	31.47498	26.94253	قو	قو|قهقاوة|قهقة	قو	0 	0
MAHALLAABUKHURASHA_306E310N_S	Misr_RE	Maḥallaŧ=Abū=Ḫurāšaŧ	Mahalla=Abu=Khurasha	NA	villages	30.61583	31.02501	محلة=أبو=خراشة	محلة=أبو=خراشة	محلة=ابو=خراشة	0 	0
MAHALLASURAD_308E309N_S	Misr_RE	Maḥallaŧ=Ṣurad	Mahalla=Surad	NA	villages	30.8512	30.96963	محلة=صرد	محلة=صرد	محلة=صرد	0 	0
MAHALLANUQAYDA_307E307N_S	Misr_RE	Maḥallaŧ=Nuqaydaŧ	Mahalla=Nuqayda	NA	villages	30.70804	30.78411	محلة=نقيدة	محلة=نقيدة	محلة=نقيدة	0 	0
MISIR_309E310N_S	Misr_RE	Misīr	Misir	NA	villages	30.97785	31.05159	مسير	مسير	مسير	0 	0
MANSAF_320E301N_S	Misr_RE	al-Manṣaf	al-Mansaf	NA	villages	32.05366	30.18702	المنصف	المنصف	منصف	0 	0
BAHRRUM_302E322N_W	Misr_RE	Baḥr=al-Rūm	Bahr=al-Rum	NA	waters	30.28697	32.20303	بحر=الروم	بحر=الروم	بحر=الروم	0 	0
BUHAYRABURULLUS_308E314N_W	Misr_RE	Buḥayraŧ=al-Burullus	Buhayra=al-Burullus	NA	waters	30.80708	31.4596	بحيرة=البرلس	بحيرة=البرلس	بحيرة=البرلس	0 	0
BUHAYRATINNIS_319E312N_W	Misr_RE	Buḥayraŧ=Tinnīs	Buhayra=Tinnis	NA	waters	31.99133	31.25935	بحيرة=تنيس	بحيرة=تنيس	بحيرة=تنيس	0 	0
BUHAYRAMARYUT_299E311N_W	Misr_RE	Buḥayraŧ=Maryūṭ	Buhayra=Maryut	NA	waters	29.91455	31.12142	بحيرة=مريوط	بحيرة=مريوط	بحيرة=مريوط	0 	0
KHALIJISKANDARIYYA_301E311N_W	Misr_RE	Ḫalīǧ=al-Iskandariyyaŧ	Khalij=al-Iskandariyya	NA	waters	30.15818	31.10144	خليج=الإسكندرية	خليج=الإسكندرية	خليج=الاسكندرية	0 	0
KHALIJAMIRMUMININ_317E305N_W	Misr_RE	Ḫalīǧ=Amīr=al-Muʾminīn	Khalij=Amir=al-Muminin	NA	waters	31.79922	30.57863	خليج=أمير=المؤمنين	خليج=أمير=المؤمنين	خليج=امير=المؤمنين	0 	0
KHALIJDAQADUS_316E309N_W	Misr_RE	Ḫalīǧ=Daqādūs	Khalij=Daqadus	NA	waters	31.65521	30.93839	خليج=دقادوس	خليج=دقادوس	خليج=دقادوس	0 	0
KHALIJSARDUS_315E311N_W	Misr_RE	Ḫalīǧ=Sardūs	Khalij=Sardus	NA	waters	31.55816	31.11972	خليج=سردوس	خليج=سردوس	خليج=سردوس	0 	0
NAHRNIL_309E217N_W	Misr_RE	Nahr=al-Nīl	Nahr=al-Nil	NA	waters	30.94294	21.75496	نهر=النيل	نهر=النيل	نهر=النيل	0 	0
NAHRNIL_310E288N_W	Misr_RE	Nahr=al-Nīl	Nahr=al-Nil	NA	waters	31.00602	28.89131	نهر=النيل	نهر=النيل	نهر=النيل	0 	0
NAHRNIL_327E252N_W	Misr_RE	Nahr=al-Nīl	Nahr=al-Nil	NA	waters	32.74002	25.22987	نهر=النيل	نهر=النيل	نهر=النيل	0 	0
NILABYAD_323E150N_W	Misr_RE	al-Nīl=al-Abyaḍ	al-Nil=al-Abyad	NA	waters	32.3556	15.06046	النيل=الأبيض	النيل=الأبيض	نيل=الابيض	0 	0
WADIALLAQI_329E229N_W	Misr_RE	Wādī=ʿAllāqī	Wadi=Allaqi	NA	waters	32.97579	22.98246	وادي=علاقي	وادي=علاقي	وادي=علاقي	0 	0
WADIALLAQI_341E221N_W	Misr_RE	Wādī=ʿAllaqī	Wadi=Allaqi	NA	waters	34.10934	22.13452	وادي=علقي	وادي=علقي	وادي=علقي	0 	0
BUNDUQA_319E300N_S	Misr_RE	Bunduqaŧ	Bunduqa|Manzil=Ibn=Bunduqa|Manzil=Ibn=Sadaqa	NA	waystations	31.93498	30.09522	بندقة	بندقة|منزل=إبن=بندقة|منزل=إبن=صدقة	بندقة	0 	0
BUMINA_297E309N_S	Misr_RE	Būmīnaŧ	Bumina|Bumina	NA	waystations	29.71572	30.93264	بومينة	بومينة|بومينى	بومينة	0 	0
BUWAYB_315E301N_S	Misr_RE	Buwayb	Buwayb	NA	waystations	31.57979	30.16955	بويب	بويب	بويب	0 	0
DAYRNASARA_330E311N_S	Misr_RE	Dayr=al-Naṣārá	Dayr=al-Nasara|Hisn=al-Nasara|al-Qasr	NA	waystations	33.05753	31.14397	دير=النصارى	دير=النصارى|حصن=النصارى|القصر	دير=النصارى	0 	0
DHATSAHIL_310E302N_S	Misr_RE	Ḏāt=al-Sāḥil	Dhat=al-Sahil	NA	waystations	31.01228	30.22134	ذات=الساحل	ذات=الساحل	ذات=الساحل	0 	0
AJARUD_323E300N_S	Misr_RE	ʿAǧarūd	Ajarud	NA	waystations	32.38039	30.05828	عجرود	عجرود	عجرود	0 	0
KUBAN_328E231N_S	Misr_RE	Kubān	Kuban|Qubban	NA	waystations	32.8863	23.12192	كبان	كبان|قبان	كبان	0 	0
KUMSHARIK_307E306N_S	Misr_RE	Kūm=Šarīk	Kum=Sharik	NA	waystations	30.75642	30.63742	كوم=شريك	كوم=شريك	كوم=شريك	0 	0
NO_RE	NO_RE	NO_RE	NO_RE	NA	MESO	0	0	NA	NA	NA	0 	0
HABASHA_391E137N_R	NO_RE	al-Ḥabašaŧ	al-Habasha	NA	regions	39.155273	13.761262	الحبشة	الحبشة	حبشة	0 	0
SUDAN_328E189N_R	NO_RE	al-Sūdān	al-Sudan	NA	regions	32.827148	18.904208	السودان	السودان	سودان	0 	0
QUBRUS_333E350N_R	NO_RE	Qubrus	Qubrus	NA	regions	33.359985	35.021899	قبرس	قبرس	قبرس	0 	0
NUBA_329E238N_R	NO_RE	al-Nūbaŧ	al-Nuba	NA	regions	32.931519	23.886842	النوبة	النوبة	نوبة	0 	0
KASHGHAR_759E394N_S	NO_RE	Kašġār	Kashghar	NA	towns	75.97972	39.45472	كاشغر	كاشغر	كاشغر	0 	0
BARDHAA_472E404N_S	Rihab_RE	Barḏaʿaŧ	Bardhaa	NA	capitals	47.23624	40.45334	برذعة	برذعة	برذعة	0 	0
DABIL_446E401N_S	Rihab_RE	Dabīl	Dabil	NA	capitals	44.68562	40.16468	دبيل	دبيل	دبيل	0 	0
MUGHAN_485E393N_S	Rihab_RE	Mūġān	Mughan|Mughkan|Muqan	NA	capitals	48.50179	39.33548	موغان	موغان|موغكان|موقان	موغان	0 	0
KANJA_463E406N_S	Rihab_RE	Kanjaŧ	Kanja	NA	loc	46.360556	40.682778	كنجة	كنجة	كنجة	0 	0
Rihab_RE	Rihab_RE	Riḥāb	Rihab	NA	MESO	48.30651	38.2360	NA	NA	NA	0 	0
ARDABIL_483E382N_S	Rihab_RE	Ardabīl	Ardabil	NA	metropoles	48.30651	38.23604	أردبيل	أردبيل	اردبيل	0 	1
ABKHAN_483E408N_R	Rihab_RE	al-Abḫān	al-Abkhan|Layijan|Layzan|Lizan|Liran	NA	regions	48.38086	40.88004	الأبخان	الأبخان|لايجان|ليزان|ليزان|ليران	ابخان	0 	0
ADHARBAYJAN_479E382N_R	Rihab_RE	Aḏarbayǧān	Adharbayjan	NA	regions	47.95801	38.24076	أذربيجان	أذربيجان	اذربيجان	0 	1
ARRAN_471E406N_R	Rihab_RE	Arrān	Arran	NA	regions	47.14761	40.60291	أران	أران	اران	0 	0
ARMINIYYA_441E394N_R	Rihab_RE	Arminiyyaŧ	Arminiyya	NA	regions	44.11256	39.47331	أرمنية	أرمنية|ارمينية	ارمنية	0 	0
BUSFURJAN_456E395N_R	Rihab_RE	Busfurǧān	Busfurjan	NA	regions	45.61619	39.54632	بسفرجان	بسفرجان	بسفرجان	0 	0
BAGHRAWAND_431E400N_R	Rihab_RE	Baġrawand	Baghrawand	NA	regions	43.16621	40.00234	بغروند	بغروند	بغروند	0 	0
JURZAN_432E425N_R	Rihab_RE	Ǧurzān	Jurzan	NA	regions	43.20001	42.55502	جرزان	جرزان	جرزان	0 	0
SHIRWAN_487E411N_R	Rihab_RE	Širwān	Shirwan|Sharwan	NA	regions	48.75339	41.11585	شروان	شروان|شروان	شروان	0 	0
SHAKKI_472E413N_R	Rihab_RE	Šakkī	Shakki	NA	regions	47.20469	41.34856	شكي	شكي	شكي	0 	0
MUGHAN_485E393N_R	Rihab_RE	Mūġān	Mughan|Mughkan|Muqan	NA	regions	48.50179	39.33548	موغان	موغان|موغكان|موقان	موغان	0 	0
MAYMADH_470E385N_R	Rihab_RE	Maymaḏ	Maymadh|Mimadh	NA	regions	47.02219	38.5498	ميمذ	ميمذ|ميمذ	ميمذ	0 	0
JABALHARITH_442E399N_O	Rihab_RE	Ǧabal=al-Ḥarīṯ	Jabal=al-Harith|Jabal=al-Huwayrith	NA	sites	44.27779	39.90562	جبل=الحريث	جبل=الحريث|جبل=الحويريث	جبل=الحريث	0 	0
JABALSABALAN_477E382N_O	Rihab_RE	Ǧabal=Sabalān	Jabal=Sabalan	NA	sites	47.75372	38.21805	جبل=سبلان	جبل=سبلان	جبل=سبلان	0 	0
ABKHAN_483E408N_S	Rihab_RE	al-Abḫān	al-Abkhan|Layijan|Layzan|Lizan|Liran	NA	towns	48.38086	40.88004	الأبخان	الأبخان|لايجان|ليزان|ليزان|ليران	ابخان	0 	0
AKHLAT_425E387N_S	Rihab_RE	Aḫlāṭ	Akhlat|Khilat	NA	towns	42.51044	38.76551	أخلاط	أخلاط|خلاط	اخلاط	0 	0
ARJISH_433E390N_S	Rihab_RE	Arǧīš	Arjish	NA	towns	43.35895	39.0223	أرجيش	أرجيش	ارجيش	0 	0
URMIYA_450E375N_S	Rihab_RE	Urmīyaŧ	Urmiya	NA	towns	45.07411	37.52011	أرميية	أرميية	ارميية	0 	0
USHNUH_451E370N_S	Rihab_RE	Ušnuh	Ushnuh	NA	towns	45.12379	37.02695	أشنه	أشنه	اشنه	0 	0
ANDARAB_473E401N_S	Rihab_RE	al-Andarāb	al-Andarab	NA	towns	47.33087	40.10841	الأندراب	الأندراب	اندراب	0 	0
AHAR_471E384N_S	Rihab_RE	Ahar	Ahar	NA	towns	47.14386	38.45223	أهر	أهر	اهر	0 	0
BABABWAB_483E420N_S	Rihab_RE	Bāb=al-Abwāb	Bab=al-Abwab	NA	towns	48.30854	42.04308	باب=الأبواب	باب=الأبواب|دربند	باب=الابواب	0 	0
BAKUH_498E403N_S	Rihab_RE	Bākūh	Bakuh	NA	towns	49.86422	40.379	باكوه	باكوه	باكوه	0 	0
BARDAJ_475E402N_S	Rihab_RE	Bardāǧ	Bardaj|Bardij|Barzanj	NA	towns	47.56971	40.23581	برداج	برداج|برديج|برزنج	برداج	0 	0
BARZAND_478E389N_S	Rihab_RE	Barzand	Barzand	NA	towns	47.85286	38.96621	برزند	برزند	برزند	0 	0
BARKARI_437E389N_S	Rihab_RE	Barkarī	Barkari|Barkawi	NA	towns	43.75682	38.98412	بركري	بركري|بركوي	بركري	0 	0
BAYLAQAN_474E398N_S	Rihab_RE	al-Baylaqān	al-Baylaqan	NA	towns	47.46081	39.86701	البيلقان	البيلقان	بيلقان	0 	0
TABRIZ_463E380N_S	Rihab_RE	Tabrīz	Tabriz	NA	towns	46.33121	38.06387	تبريز	تبريز	تبريز	0 	0
TIFLIS_448E420N_S	Rihab_RE	Tiflīs	Tiflis	NA	towns	44.83734	42.0841	تفليس	تفليس	تفليس	0 	0
JABRAWAN_456E369N_S	Rihab_RE	Ǧabrawān	Jabrawan	NA	towns	45.60275	36.96475	جبروان	جبروان	جبروان	0 	0
JANZA_463E408N_S	Rihab_RE	Ǧanzaŧ	Janza|Janja	NA	towns	46.38603	40.81356	جنزة	جنزة|جنجة	جنزة	0 	0
KHUNAN_455E413N_S	Rihab_RE	Ḫunān	Khunan	NA	towns	45.50578	41.39027	خنان	خنان	خنان	0 	0
KHUNAJ_472E373N_S	Rihab_RE	Ḫūnaǧ	Khunaj	NA	towns	47.2569	37.38856	خونج	خونج	خونج	0 	0
KHUWI_449E385N_S	Rihab_RE	Ḫuwī	Khuwi|Khuwayy|Khuwit	NA	towns	44.99055	38.5865	خوي	خوي|خوي|خويت	خوي	0 	0
DAKHARRAQAN_459E377N_S	Rihab_RE	Dāḫarraqān	Dakharraqan|Kharraqan	NA	towns	45.98591	37.72041	داخرقان	داخرقان|خرقان	داخرقان	0 	0
ZANJAN_485E366N_S	Rihab_RE	Zanǧān	Zanjan	NA	towns	48.5053	36.66235	زنجان	زنجان	زنجان	0 	0
SABURKHAST_461E369N_S	Rihab_RE	Sāburḫast	Saburkhast	NA	towns	46.10896	36.92367	سابرخست	سابرخست	سابرخست	0 	0
SALAMAS_448E382N_S	Rihab_RE	Salamās	Salamas	NA	towns	44.82832	38.22277	سلماس	سلماس	سلماس	0 	0
SHABARAN_487E412N_S	Rihab_RE	Šābarān	Shabaran	NA	towns	48.76916	41.2707	شابران	شابران	شابران	0 	0
SHIRWAN_487E411N_S	Rihab_RE	Širwān	Shirwan|Sharwan	NA	towns	48.75339	41.11585	شروان	شروان|شروان	شروان	0 	0
SHAKKI_472E413N_S	Rihab_RE	Šakkī	Shakki	NA	towns	47.20469	41.34856	شكي	شكي	شكي	0 	0
SHAMKUR_460E409N_S	Rihab_RE	Šamkūr	Shamkur	NA	towns	46.06157	40.99521	شمكور	شمكور	شمكور	0 	0
QALIQALA_412E399N_S	Rihab_RE	Qālīqalā	Qaliqala	NA	towns	41.27233	39.91956	قاليقلا	قاليقلا	قاليقلا	0 	0
QABALA_476E407N_S	Rihab_RE	Qabalaŧ	Qabala	NA	towns	47.65158	40.79878	قبلة	قبلة	قبلة	0 	0
QALAIBNKANDAMAN_451E415N_S	Rihab_RE	Qalʿaŧ=Ibn=Kandamān	Qala=Ibn=Kandaman	NA	towns	45.1678	41.56808	قلعة=إبن=كندمان	قلعة=إبن=كندمان	قلعة=ابن=كندمان	0 	0
MARAGHA_462E373N_S	Rihab_RE	Marāġaŧ	Maragha	NA	towns	46.24758	37.34276	مراغة	مراغة	مراغة	0 	0
MARAND_458E384N_S	Rihab_RE	Marand	Marand	NA	towns	45.80321	38.46017	مرند	مرند	مرند	0 	0
MALAZKIRD_425E391N_S	Rihab_RE	Malāzkird	Malazkird|Malazjird|Manazjird	NA	towns	42.55713	39.1437	ملازكرد	ملازكرد|ملازجرد|منازجرد|=منازكرد	ملازكرد	0 	0
MAYANIJ_477E374N_S	Rihab_RE	al-Mayāniǧ	al-Mayanij|al-Miyanij	NA	towns	47.74052	37.40341	الميانج	الميانج|الميانج	ميانج	0 	0
NASHAWA_453E393N_S	Rihab_RE	al-Našawá	al-Nashawa	NA	towns	45.3766	39.34739	النشوى	النشوى	نشوى	0 	0
WARTHAN_476E395N_S	Rihab_RE	Warṯān	Warthan	NA	towns	47.64257	39.56659	ورثان	ورثان	ورثان	0 	0
WARZAQAN_466E385N_S	Rihab_RE	Warzaqān	Warzaqan	NA	towns	46.66017	38.56125	ورزقان	ورزقان	ورزقان	0 	0
WASTAN_431E383N_S	Rihab_RE	Wasṭān	Wastan	NA	towns	43.13392	38.34421	وسطان	وسطان	وسطان	0 	0
BAJARWAN_481E392N_S	Rihab_RE	Bāǧarwān	Bajarwan|Muqan|Mughkan	NA	villages	48.12475	39.2256	باجروان	باجروان|موقان|موغكان	باجروان	0 	0
BARZA_462E365N_S	Rihab_RE	Barzaŧ	Barza	NA	villages	46.2141	36.5057	برزة	برزة	برزة	0 	0
BALKHAB_478E393N_S	Rihab_RE	Balḫāb	Balkhab|Talkhab	NA	villages	47.82733	39.34245	بلخاب	بلخاب|تلخاب	بلخاب	0 	0
JISRSAMUR_484E418N_S	Rihab_RE	Ǧisr=Samūr	Jisr=Samur	NA	villages	48.48301	41.84983	جسر=سمور	جسر=سمور	جسر=سمور	0 	0
SARAT_475E379N_S	Rihab_RE	al-Sarāt	al-Sarat	NA	villages	47.57698	37.91236	السرات	السرات	سرات	0 	0
SUGHDABIL_452E422N_S	Rihab_RE	Suġdabīl	Sughdabil	NA	villages	45.26094	42.27111	سغدبيل	سغدبيل	سغدبيل	0 	0
SHAMAKHIYYA_486E406N_S	Rihab_RE	al-Šamāḫiyyaŧ	al-Shamakhiyya	NA	villages	48.68505	40.67871	الشماخية	الشماخية	شماخية	0 	0
QALQATUS_466E402N_S	Rihab_RE	Qalqāṭūs	Qalqatus	NA	villages	46.6459	40.20714	قلقاطوس	قلقاطوس	قلقاطوس	0 	0
KULSARA_470E373N_S	Rihab_RE	Kulsāraŧ	Kulsara	NA	villages	47.01236	37.3799	كلسارة	كلسارة	كلسارة	0 	0
MUSH_414E387N_S	Rihab_RE	Mūš	Mush	NA	villages	41.48709	38.75648	موش	موش	موش	0 	0
WAN_433E385N_S	Rihab_RE	Wān	Wan	NA	villages	43.34872	38.57711	وان	وان	وان	0 	0
BAHRKHAZAR_515E390N_W	Rihab_RE	Baḥr=al-Ḫazar	Bahr=al-Khazar	NA	waters	51.54135	39.08291	بحر=الخزر	بحر=الخزر	بحر=الخزر	0 	0
BUHAYRAAKHLAT_429E387N_W	Rihab_RE	Buḥayraŧ=Aḫlāṭ	Buhayra=Akhlat|Buhayra=Khilat|Buhayra=Arjish	NA	waters	42.9101	38.7788	بحيرة=أخلاط	بحيرة=أخلاط|بحيرة=خلاط|بحيرة=أرجيش	بحيرة=اخلاط	0 	0
BUHAYRAURMIYYA_453E377N_W	Rihab_RE	Buḥayraŧ=Urmiyyaŧ	Buhayra=Urmiyya	NA	waters	45.35353	37.70285	بحيرة=أرمية	بحيرة=أرمية	بحيرة=ارمية	0 	0
NAHRRASS_448E397N_W	Rihab_RE	Nahr=al-Rass	Nahr=al-Rass	NA	waters	44.81405	39.73371	نهر=الرس	نهر=الرس	نهر=الرس	0 	0
NAHRKURR_459E412N_W	Rihab_RE	Nahr=al-Kurr	Nahr=al-Kurr	NA	waters	45.96093	41.29497	نهر=الكر	نهر=الكر	نهر=الكر	0 	0
NAHRKURR_481E401N_W	Rihab_RE	Nahr=al-Kurr	Nahr=al-Kurr	NA	waters	48.18559	40.16468	نهر=الكر	نهر=الكر	نهر=الكر	0 	0
SINNNUHAS_416E393N_S	Rihab_RE	Sinn=Nuḥās	Sinn=Nuhas|Bajunays	NA	waystations	41.69403	39.39009	سن=نحاس	سن=نحاس|باجنيس	سن=نحاس	0 	0
QALUNIYAAWFI_384E403N_S	Rihab_RE	Qalūniyaŧ=al-ʿAwfī	Qaluniya=al-Awfi	NA	waystations	38.49484	40.32189	قلونية=العوفي	قلونية=العوفي	قلونية=العوفي	0 	0
MANZILBAYLAQAN_463E360N_S	Rihab_RE	Manzil=al-Baylaqān	Manzil=al-Baylaqan	NA	waystations	46.35428	36.09869	منزل=البيلقان	منزل=البيلقان	منزل=البيلقان	0 	0
NIR_479E380N_S	Rihab_RE	al-Nīr	al-Nir	NA	waystations	47.9913	38.02656	النير	النير	نير	0 	0
QUNIYA_324E378N_S	Rum_RE	Qūniyaŧ	Quniya	NA	loc	32.483333	37.866667	قونية	قونية	قونية	0 	0
Rum_RE	Rum_RE	al-Rūm	al-Rum	NA	MESO	33.991699	39.201611	الروم	الروم	روم	0 	0
QUSTANTINIYYA_290E411N_S	Rum_RE	al-Qusṭanṭīniyyaŧ	al-Qustantiniyya|Qustantiniyya	NA	metropoles	29.029312	41.014206	القسطنطينية	القسطنطينية|القسطنطنية|قسطنطنية	قسطنطينية	0 	0
QAYSARIYYA_354E387N_S	Rum_RE	Qaysariyyaŧ	Qaysariyya	NA	towns	35.48528	38.73222	قيسارية	قيسارية	قيسارية	0 	0
HIRAQLA_340E375N_S	Rum_RE	Hiraqlaŧ	Hiraqla	NA	towns	34.04672	37.51333	هرقلة	هرقلة	هرقلة	0 	0
ADHRIAT_360E326N_S	Sham_RE	Aḏriʿāt	Adhriat	NA	capitals	36.09087	32.61046	أذرعات	أذرعات	اذرعات	0 	1
ADHRUH_357E303N_S	Sham_RE	Aḏrūḥ	Adhruh	NA	capitals	35.75502	30.33962	أذروح	أذروح	اذروح	0 	0
HALAB_371E361N_S	Sham_RE	Ḥalab	Halab	NA	capitals	37.17518	36.19828	حلب	حلب	حلب	0 	0
HIMS_367E347N_S	Sham_RE	Ḥimṣ	Hims	NA	capitals	36.72425	34.73793	حمص	حمص	حمص	0 	0
RAMLA_348E319N_S	Sham_RE	al-Ramlaŧ	al-Ramla	NA	capitals	34.86436	31.92484	الرملة	الرملة	رملة	0 	0
TABARIYYA_355E327N_S	Sham_RE	Ṭabariyyaŧ	Tabariyya	NA	capitals	35.51241	32.77755	طبرية	طبرية	طبرية	0 	0
QINNASRIN_370E359N_S	Sham_RE	Qinnasrīn	Qinnasrin	NA	capitals	37.02701	35.99617	قنسرين	قنسرين	قنسرين	0 	1
NA	Sham_RE	LOW	NA	NA	loc	36.41064	34.94535	بارين	بارين	بارين	0 	0
NA	Sham_RE	NA	NA	NA	loc	37.51788	36.36994	بزاعة	بزاعة	بزاعة	0 	0
SARKHAD_367E324N_S	Sham_RE	Ṣarḫad	Sarkhad|Salkhad	NA	loc	36.711111	32.491667	صرخد	صرخد|صلخد	صرخد	0 	1
KAFARBATNA_369E334N_S	Sham_RE	Kafarbaṭnā	Kafarbatna	NA	loc	36.396503	33.488755	كفربطنا	كفربطنا	كفربطنا	0 	1
NA	Sham_RE	Mardā	Marda	NA	loc	35.19536	32.11381	مردا	مردا	مردا	0 	0
Sham_RE	Sham_RE	al-Šām	al-Sham	NA	MESO	37.155762	34.672973	الشام	الشام	شام	0 	0
